Age,MonthlyIncome,DistanceFromHome,YearsAtCompany,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,NumCompaniesWorked,PercentSalaryHike,Attrition
44,91451,27,4,1,1,2,3,18,Yes
43,108523,24,7,4,3,4,0,22,Yes
31,45842,25,6,2,3,1,4,25,No
59,119201,30,12,3,4,1,2,25,No
40,94278,17,5,3,3,3,0,10,No
57,113187,22,4,2,4,4,0,22,No
59,113382,5,10,4,3,3,3,19,Yes
55,123388,7,10,4,4,4,2,24,No
31,90125,4,3,3,3,1,0,10,No
27,98257,25,1,1,2,3,1,12,No
51,86905,9,9,2,1,4,0,22,No
38,83195,9,3,1,3,2,2,20,No
31,46834,18,4,1,1,1,1,12,Yes
22,46700,25,2,4,1,3,1,12,Yes
31,76919,6,1,1,1,4,1,16,Yes
53,114540,11,10,1,3,2,2,21,No
21,59142,8,0,1,1,3,0,14,No
53,112776,2,9,2,4,3,3,12,No
35,74953,9,5,2,2,3,0,10,No
44,103006,2,3,3,4,4,2,22,No
54,128263,28,10,2,3,4,2,14,No
57,117122,26,6,4,1,1,1,15,No
45,103420,2,7,1,2,4,1,12,No
35,84813,18,0,1,1,3,0,13,Yes
37,78477,21,6,4,1,1,1,24,No
34,70583,17,1,1,2,1,0,11,Yes
28,87754,29,0,3,3,1,3,21,No
28,78051,15,2,2,3,4,1,23,No
34,60341,11,11,1,2,2,2,14,Yes
33,92207,29,6,3,4,1,0,20,Yes
40,86355,8,10,3,1,4,2,15,No
24,76815,25,0,3,2,3,2,17,No
59,104315,23,9,3,2,3,1,14,No
40,88141,7,6,4,4,4,4,12,Yes
22,70116,12,0,1,4,3,1,14,Yes
26,64515,25,0,1,3,3,1,12,No
58,140275,18,10,1,3,4,1,14,No
55,118861,17,5,2,1,3,2,15,No
39,87206,22,5,1,3,4,0,12,Yes
24,61743,12,0,1,2,3,1,12,No
35,47381,11,1,4,1,4,1,23,Yes
22,61543,13,0,4,4,2,0,25,Yes
28,58369,23,0,4,1,1,5,21,Yes
51,95834,13,7,3,3,1,1,19,No
43,79761,25,4,4,4,3,1,11,No
59,124387,4,13,2,3,4,2,23,No
24,43826,2,2,2,3,4,2,25,No
25,52990,21,0,4,1,1,2,12,Yes
28,61966,15,1,1,1,4,1,23,Yes
50,128927,30,10,2,4,4,1,18,No
49,113447,23,7,1,1,1,4,16,No
24,62182,24,2,4,4,2,1,11,Yes
23,79751,11,0,2,2,3,1,16,Yes
43,94779,9,8,2,3,1,1,15,No
22,62354,12,2,4,2,4,2,21,No
39,97768,11,4,2,2,4,3,13,No
50,100612,4,7,4,4,1,1,13,No
38,76085,24,7,2,3,4,0,16,No
21,73085,5,0,2,2,3,1,23,No
23,75559,25,0,2,2,1,2,19,Yes
45,100961,11,8,1,3,3,4,22,Yes
39,63856,4,5,2,1,1,2,22,Yes
58,116538,1,9,4,1,2,2,13,No
30,59448,18,7,1,4,1,2,15,No
35,95349,23,0,2,2,2,2,14,Yes
43,104311,7,3,2,4,4,0,14,No
32,63359,4,5,2,3,2,2,17,No
39,86607,1,7,1,1,3,2,12,No
52,103810,22,12,3,4,1,2,18,Yes
46,99725,6,2,1,1,2,1,18,No
53,107231,5,10,3,4,2,1,25,No
35,95789,7,4,2,1,3,3,12,No
52,101755,24,3,3,1,4,1,10,Yes
27,71960,3,2,3,2,4,4,23,Yes
32,82519,23,4,1,1,1,1,15,No
57,116656,6,8,2,2,4,3,20,No
44,117882,30,7,3,4,1,1,13,No
48,102609,8,8,1,1,2,1,24,No
52,108092,27,7,2,4,3,2,20,Yes
39,101006,26,6,4,1,1,3,24,Yes
23,88300,20,1,3,3,3,2,20,No
45,83159,16,4,4,2,2,5,11,No
48,106997,2,2,2,1,3,1,13,No
54,108123,9,7,4,2,2,2,19,Yes
21,54378,18,0,2,4,4,1,24,No
57,116853,24,8,4,1,3,1,16,Yes
58,81017,12,7,4,3,1,0,16,No
21,60290,4,0,3,1,4,1,12,Yes
59,126961,20,10,4,3,3,1,16,Yes
59,120136,3,9,1,2,3,3,11,Yes
30,52453,30,5,2,3,2,2,13,No
41,90478,29,9,4,1,4,2,16,No
38,78664,18,4,2,4,1,0,12,No
34,85490,26,0,2,2,4,2,24,No
53,113629,7,6,1,1,1,1,17,No
39,56330,15,8,4,1,2,2,19,No
44,101609,24,3,2,2,3,3,20,Yes
26,71682,27,0,4,3,4,1,15,Yes
23,63638,5,3,1,2,4,1,11,No
46,97968,3,4,3,4,1,3,20,No
43,106773,16,8,1,3,3,2,14,Yes
50,75108,16,1,4,3,4,1,20,No
35,69220,22,5,4,3,3,1,17,No
30,82669,27,2,1,1,4,0,13,No
39,106066,9,2,1,3,3,1,13,No
31,64635,7,2,4,4,2,2,19,Yes
30,83621,15,2,3,4,2,3,12,Yes
37,73834,2,6,2,1,3,4,15,Yes
34,88629,9,8,1,4,3,3,25,No
31,69001,24,3,3,4,4,2,21,No
55,128959,16,5,4,4,4,3,24,No
23,50774,18,0,2,3,4,2,10,No
22,45023,1,2,1,4,4,4,12,Yes
44,80366,3,7,1,2,1,0,19,Yes
38,95380,8,4,1,3,2,4,23,No
55,112779,10,5,3,4,4,1,13,No
23,44297,22,0,1,1,1,2,14,Yes
41,71733,19,2,2,3,1,2,17,Yes
42,105828,12,7,2,1,1,2,24,No
44,106162,25,11,4,4,1,1,21,No
49,107655,27,5,2,4,3,3,20,No
25,62937,21,0,2,2,1,3,10,Yes
30,80434,15,0,3,4,3,0,18,No
42,82349,24,6,3,3,4,2,21,No
55,114510,3,8,4,4,2,1,19,Yes
48,103996,26,10,1,4,2,1,11,No
34,85531,23,5,4,3,4,4,15,No
29,87769,30,0,4,3,2,6,14,No
40,85199,3,5,2,1,2,0,14,Yes
26,58900,14,3,3,4,2,1,24,Yes
58,109328,28,14,2,3,1,1,12,Yes
51,103451,27,5,1,2,1,1,20,No
36,67254,7,1,3,2,4,3,18,No
30,72749,1,1,3,1,3,3,19,No
51,96345,7,11,4,2,3,1,13,No
59,125272,1,4,4,1,4,0,16,No
28,65228,16,0,3,3,2,0,10,Yes
42,89786,29,0,3,1,4,3,20,No
26,36027,1,0,1,3,3,0,10,No
55,106967,7,10,4,4,2,1,23,No
30,53782,14,4,1,1,1,1,19,No
39,94596,9,4,2,3,3,4,20,No
36,63224,7,0,4,1,3,3,20,No
52,119489,30,6,3,2,2,4,22,Yes
31,92351,24,3,2,2,3,1,22,No
48,84187,12,8,3,4,2,3,18,No
53,105035,23,8,3,3,4,2,16,No
29,92325,4,1,4,4,4,4,12,No
36,95259,24,4,2,3,1,2,20,Yes
34,52057,9,5,2,2,1,0,18,Yes
41,92183,14,2,3,4,3,1,13,No
56,117481,30,12,2,4,1,1,15,No
33,66384,26,2,4,3,3,4,12,No
50,93523,19,6,3,3,2,5,22,No
52,107226,4,4,2,2,1,3,15,Yes
21,77580,26,1,2,4,1,2,17,Yes
23,52236,3,1,1,4,4,2,20,No
54,83650,12,10,1,1,1,4,21,No
51,107678,23,10,1,2,3,2,25,Yes
52,106380,27,7,2,2,3,1,20,No
56,99733,15,15,1,2,4,2,21,No
48,115242,27,8,3,3,4,3,18,No
24,70356,2,0,1,4,3,2,17,No
29,82335,30,0,3,1,2,2,17,No
49,105237,14,10,4,1,3,3,14,No
54,114419,11,15,1,4,1,1,12,Yes
23,36583,1,0,1,3,4,2,21,No
51,107164,28,7,4,1,4,3,19,No
51,114692,18,6,2,1,1,3,21,Yes
58,109311,1,10,1,1,3,2,25,Yes
38,63963,2,6,2,3,3,3,12,No
31,79479,17,1,1,1,3,3,24,Yes
22,62001,23,0,4,1,3,3,15,Yes
23,54290,22,0,2,1,4,5,21,Yes
55,110998,10,7,2,2,3,0,24,No
23,73604,17,0,4,4,4,1,11,No
43,82839,19,8,2,2,4,2,14,No
56,108491,21,7,3,3,4,2,14,No
34,81122,13,11,4,3,2,1,21,No
31,83113,14,0,1,4,1,3,14,Yes
29,85099,2,0,4,4,2,3,12,Yes
39,85723,10,5,1,1,2,4,10,Yes
36,99820,15,6,2,2,4,4,14,No
52,105327,20,4,4,3,4,4,14,No
49,105256,12,7,1,3,1,2,15,No
26,41341,10,2,3,2,4,4,11,Yes
25,74886,8,2,2,1,3,3,23,No
48,100668,4,4,1,3,3,1,13,No
42,76952,7,4,1,4,3,3,25,No
26,71162,10,3,4,4,3,1,12,No
28,79354,21,7,3,3,1,3,13,No
32,102204,14,3,3,3,2,3,13,No
36,84278,20,3,4,2,4,3,11,Yes
54,124396,15,6,2,3,2,3,13,No
31,65153,7,0,3,2,3,0,16,No
30,71402,8,8,1,1,2,1,14,No
48,80137,16,5,1,3,4,3,18,No
45,113521,23,4,3,2,4,2,10,No
37,103430,13,5,1,3,2,1,20,Yes
59,113527,9,12,4,3,3,0,20,No
23,48342,17,2,4,4,2,2,18,Yes
57,101740,6,5,3,2,3,3,14,Yes
35,96193,16,1,4,4,2,4,12,No
32,70176,2,0,2,1,3,2,10,No
26,79974,4,1,2,3,1,2,19,Yes
51,135365,4,7,1,3,1,3,15,No
31,57263,6,5,2,1,2,1,12,No
23,55473,17,3,2,2,2,2,16,No
39,75185,28,3,2,2,1,2,15,Yes
46,105302,7,10,4,2,1,2,10,No
53,114246,6,6,3,4,4,1,18,No
21,67618,28,1,3,4,1,1,16,No
31,60856,9,0,2,2,2,5,24,Yes
46,96712,25,3,3,2,4,2,20,No
49,104777,5,8,1,1,3,4,22,No
39,59613,20,4,1,4,3,2,18,No
53,114075,5,9,2,3,1,1,23,No
32,66956,3,0,1,1,3,3,20,Yes
31,68322,21,0,3,1,1,1,10,Yes
35,98133,7,0,3,2,1,2,18,Yes
54,105037,27,7,3,3,3,3,21,No
31,77920,16,0,4,2,1,1,17,No
59,114269,21,11,2,4,1,3,18,No
39,88640,6,6,1,3,3,2,21,No
27,70317,3,1,1,3,2,2,10,Yes
48,89351,6,5,1,2,3,0,15,No
33,65307,16,7,3,1,2,1,20,No
49,109499,8,3,2,3,2,0,18,Yes
55,115972,7,12,2,2,2,5,22,No
21,49173,17,1,3,1,3,4,23,No
30,53804,25,10,4,2,1,2,18,Yes
59,111606,12,11,3,3,1,4,15,No
37,87971,15,5,2,3,4,1,22,No
34,90269,18,7,3,4,4,3,18,No
58,136756,15,11,3,4,2,1,10,No
34,69478,4,0,1,2,2,1,20,Yes
52,101816,25,9,4,4,2,5,16,Yes
29,68485,26,0,1,3,1,3,23,Yes
32,62257,16,1,1,4,4,0,15,No
29,81997,2,2,4,4,4,2,15,No
55,119007,10,7,4,2,4,2,13,No
35,75588,29,1,3,1,3,3,24,Yes
42,89790,20,9,4,1,3,1,16,No
29,54176,12,1,3,4,4,4,21,No
56,117216,12,1,2,1,3,2,18,Yes
43,94037,3,4,1,3,2,1,12,Yes
47,88699,18,0,2,4,4,3,10,Yes
45,97944,17,7,4,2,1,5,14,No
32,77505,25,1,3,4,3,2,16,No
34,73444,30,5,4,4,2,4,11,Yes
45,121082,19,9,4,3,1,3,24,Yes
54,112768,28,5,4,4,1,0,11,No
53,136102,6,6,4,4,3,1,12,No
50,106214,19,8,4,2,1,2,16,No
55,107871,3,13,1,1,1,2,22,Yes
48,107406,8,1,2,2,1,2,20,Yes
37,51843,30,0,4,4,4,2,19,No
38,84662,10,5,4,2,3,2,16,No
32,63744,15,5,2,3,2,2,19,Yes
43,107412,6,2,1,2,4,2,23,No
52,103260,14,6,3,2,3,1,25,No
37,78841,17,4,4,2,3,1,22,No
33,88370,19,4,4,1,2,2,20,No
26,73098,23,6,2,1,3,3,18,Yes
48,79386,10,6,4,4,3,3,21,No
59,123560,11,5,3,2,1,3,22,No
36,73914,4,0,3,1,2,2,24,No
53,124468,18,10,3,2,4,4,22,No
30,70406,7,3,1,1,1,4,17,Yes
23,63665,22,0,2,3,3,1,16,No
55,108630,25,11,4,3,2,2,12,Yes
35,69479,8,2,3,3,4,2,22,Yes
51,119134,10,8,2,3,2,1,13,No
21,34423,20,1,2,1,2,4,12,Yes
41,88085,15,2,3,1,3,3,19,No
57,96317,21,8,4,1,3,3,19,No
41,89133,27,4,1,3,1,3,20,No
45,117479,7,8,3,3,1,1,14,No
51,106725,20,8,3,4,3,2,16,No
29,58162,28,3,4,2,1,2,16,Yes
22,75551,26,0,1,2,3,2,16,No
29,76717,5,1,2,2,3,0,20,No
36,82922,24,3,3,1,2,0,11,No
22,48749,10,0,3,1,2,2,23,Yes
50,95993,15,9,3,1,2,2,25,No
42,100033,12,4,3,1,1,2,13,No
54,120179,13,12,3,1,2,1,13,No
24,61640,5,1,3,3,1,2,23,Yes
52,123878,27,14,2,4,1,0,25,Yes
58,98303,28,5,3,3,4,3,16,No
32,97400,25,2,2,2,3,2,13,No
42,82380,22,11,1,4,1,2,13,Yes
37,86931,25,5,4,4,1,2,23,No
21,65067,23,1,3,2,4,1,19,No
43,89841,6,4,4,3,1,1,11,No
49,107016,7,1,1,1,4,2,24,Yes
52,78581,19,5,3,3,2,2,22,Yes
35,69282,27,7,2,4,4,1,10,No
45,115299,18,10,4,3,1,3,23,No
47,85682,10,7,3,2,1,1,23,No
54,121270,12,8,1,4,4,0,11,Yes
55,116286,18,11,2,4,2,1,15,No
23,63407,10,3,4,4,3,1,22,No
25,57593,28,0,2,1,3,2,13,No
51,110955,23,8,2,2,2,2,19,No
48,128829,21,2,2,1,3,3,15,No
24,70442,28,2,3,4,3,0,13,Yes
45,84085,5,5,1,4,4,4,14,No
31,68577,22,2,1,1,3,4,18,Yes
48,105928,22,7,1,1,4,3,24,No
28,86460,10,7,1,2,1,1,22,No
29,61702,5,2,4,2,2,3,11,No
58,123124,26,10,4,4,3,3,16,No
33,83881,9,5,2,1,3,2,23,Yes
46,101925,17,5,1,1,4,2,17,No
28,63047,29,0,2,3,1,0,12,No
37,85746,28,3,4,1,4,3,15,No
46,101224,5,10,2,3,1,3,10,Yes
22,55791,13,0,4,4,1,2,20,Yes
32,79873,11,0,1,1,4,4,11,No
43,106812,16,6,4,3,4,4,19,No
34,83637,17,2,3,3,2,2,21,Yes
37,79174,4,8,3,3,3,1,21,No
36,74700,1,5,3,4,2,0,21,No
21,42342,17,0,2,3,1,1,12,Yes
59,129350,24,11,1,3,3,1,16,No
55,112656,10,9,2,2,3,2,11,Yes
36,80137,2,0,2,3,1,2,19,No
30,99005,25,3,4,2,1,3,19,No
22,57367,19,2,2,2,4,0,20,No
40,98156,12,4,3,4,4,1,23,No
45,88622,23,7,3,1,4,2,21,No
32,86809,18,0,2,1,1,2,19,No
58,115895,27,3,1,1,2,5,11,Yes
47,105517,30,9,2,4,4,3,11,No
23,65513,1,2,4,1,2,2,14,No
37,78094,13,0,2,3,2,2,12,No
34,86173,21,0,3,3,2,1,13,Yes
40,104591,26,4,1,3,1,3,16,No
33,83143,3,2,1,4,1,1,20,No
34,81797,23,5,4,4,3,0,25,No
57,124867,12,10,2,4,4,4,10,No
53,104384,26,6,3,4,4,4,14,No
34,85014,16,7,1,1,4,1,17,No
46,99111,20,8,1,2,1,5,12,Yes
32,60080,21,6,2,2,3,4,14,No
54,129380,3,8,3,1,2,3,17,Yes
31,57527,2,6,2,1,3,0,13,Yes
34,86387,20,0,1,3,4,2,12,No
24,76104,17,0,3,2,3,2,12,Yes
47,105418,10,4,3,4,3,1,11,No
49,122672,4,10,2,1,2,5,20,No
42,64792,23,4,2,3,1,0,21,Yes
34,87978,15,6,2,3,3,4,16,No
37,82333,26,3,4,2,4,3,22,Yes
50,110405,4,8,4,3,4,2,21,No
31,79352,21,0,4,3,2,4,20,No
27,60529,10,0,3,1,3,3,11,No
35,78085,3,4,1,4,2,1,14,Yes
24,72624,17,0,2,3,3,1,10,No
25,83833,25,0,2,3,2,1,13,Yes
22,40445,7,2,2,1,1,0,14,No
40,74370,19,2,1,3,3,1,21,Yes
32,85028,25,5,2,4,1,2,21,No
51,100131,9,4,1,2,4,1,22,No
25,63141,12,0,3,2,3,4,22,No
37,90984,21,3,2,4,2,3,16,No
21,54408,7,0,3,4,1,2,23,Yes
28,81077,19,4,2,3,3,3,14,No
37,95977,22,6,3,1,4,2,15,No
37,87098,2,3,1,1,2,4,24,No
30,56697,19,2,2,2,4,2,15,No
38,76700,21,4,1,4,1,1,25,Yes
36,65973,26,8,2,2,4,1,11,No
23,85926,16,2,1,1,3,5,23,No
30,56406,10,0,3,2,3,1,25,Yes
22,45078,20,0,1,2,4,1,17,Yes
41,105020,23,9,4,3,1,2,23,No
27,41223,16,0,2,4,1,2,23,Yes
37,70371,14,3,2,1,1,5,20,No
21,69859,23,1,4,3,1,5,10,Yes
42,85550,27,5,4,2,3,2,16,No
34,76912,18,2,1,1,1,1,13,Yes
38,75451,6,7,1,2,2,1,21,No
57,114712,9,10,2,1,2,4,25,No
28,79719,20,6,1,3,4,3,24,No
45,91439,15,1,2,1,1,3,24,Yes
59,124196,8,11,1,2,2,3,17,No
44,97367,10,12,3,3,2,1,19,No
45,84612,6,9,1,4,1,3,14,Yes
23,59639,17,1,3,1,1,3,19,Yes
42,68448,7,1,2,3,4,2,15,Yes
39,76431,26,2,2,1,2,3,25,No
21,49830,5,1,2,4,2,0,20,No
22,67147,4,0,3,1,1,3,12,No
40,112902,22,2,2,2,1,5,14,Yes
52,129641,6,8,1,4,4,0,19,No
48,127328,8,6,4,4,3,1,11,No
59,99844,23,9,1,3,2,3,13,No
57,100602,12,9,1,2,4,2,11,No
30,63939,27,5,2,3,2,2,11,Yes
33,73103,18,5,1,4,1,2,15,No
57,137482,21,11,4,1,3,0,15,No
46,85830,27,6,3,1,4,4,23,No
56,96372,22,4,2,4,2,0,17,No
49,87970,18,9,1,3,4,3,19,Yes
27,99390,7,0,2,2,4,5,18,No
46,112509,18,11,2,4,1,0,11,No
37,87360,11,8,3,4,2,2,14,No
24,77613,9,0,4,4,2,1,23,No
41,104680,8,5,3,1,3,2,23,No
46,89330,25,10,3,4,1,4,11,No
31,90446,2,1,4,3,2,2,11,No
47,105546,22,4,3,2,1,2,24,No
23,75771,4,0,4,1,2,3,19,No
55,105899,1,7,1,2,2,2,14,No
25,74894,25,1,1,3,3,0,17,Yes
32,75138,14,0,2,2,3,2,24,No
31,64550,3,2,3,4,1,1,16,Yes
26,93007,29,2,3,4,1,2,25,No
48,90668,26,5,3,3,3,1,22,No
54,95508,16,11,4,3,4,3,24,No
30,75510,30,2,1,2,4,2,25,No
55,108558,28,4,2,2,2,2,22,No
31,71097,25,4,2,2,3,6,25,No
31,59522,13,1,1,3,4,3,12,No
55,108538,27,8,3,3,4,1,25,Yes
52,124191,22,11,2,4,4,3,14,Yes
36,79332,13,2,3,2,1,1,19,Yes
40,86154,30,6,1,4,2,1,23,No
25,64399,5,0,1,3,3,3,22,No
43,108081,29,2,3,1,2,3,15,No
55,143189,10,9,4,4,1,0,22,No
49,94054,23,14,1,3,3,2,23,Yes
34,83471,27,5,3,1,2,1,22,Yes
31,50918,19,0,2,4,1,2,10,No
22,45642,19,2,2,1,3,1,21,Yes
28,44687,7,1,1,2,2,1,23,Yes
34,84052,29,7,4,2,3,4,16,No
36,96664,18,7,4,1,4,0,24,Yes
29,75526,29,0,4,4,2,0,20,No
25,54191,14,2,3,2,1,3,18,Yes
21,46477,28,0,4,1,1,1,24,No
24,61594,19,0,1,4,1,1,12,No
48,107179,17,6,4,1,4,2,14,No
28,53843,28,4,3,2,3,3,24,No
58,131314,5,14,4,4,3,3,15,No
26,61093,7,0,2,1,3,1,17,Yes
43,87505,9,8,1,2,2,2,17,No
45,87024,6,9,4,4,2,2,24,No
37,91444,18,5,2,3,4,3,13,Yes
36,101197,21,4,3,1,4,3,13,Yes
29,71812,13,1,2,4,4,2,23,No
49,119186,15,5,3,4,4,0,25,No
50,109368,2,5,3,1,3,0,18,No
26,52782,25,0,2,2,2,2,18,Yes
35,58446,15,1,4,1,2,0,22,Yes
48,99729,3,2,1,2,4,4,20,Yes
29,79466,13,1,1,3,4,2,13,No
28,84664,29,0,1,3,2,3,12,No
52,106039,14,5,4,2,2,3,10,No
35,94624,27,5,3,2,3,4,12,No
24,72808,9,4,2,4,3,2,22,No
43,108003,7,1,2,2,4,1,11,No
42,89289,7,4,2,1,2,3,13,No
50,104962,1,11,1,2,4,2,16,Yes
39,106948,27,9,4,1,3,3,19,No
45,97784,17,10,3,4,1,2,17,Yes
40,106528,16,0,3,1,2,3,10,No
47,96513,6,5,2,2,1,1,23,No
26,57656,26,2,3,3,2,3,22,Yes
43,75604,15,7,1,1,1,3,10,Yes
52,106585,26,3,1,2,2,2,13,No
21,50330,16,1,3,3,4,1,12,Yes
33,74528,28,3,4,1,2,4,22,No
46,90000,11,7,4,1,4,3,16,No
40,93455,5,6,4,3,1,3,10,Yes
55,121437,13,7,2,4,1,3,15,Yes
53,99074,22,5,3,3,2,3,20,No
57,123593,18,11,3,3,2,2,17,No
40,97534,22,5,3,2,3,1,20,No
47,129178,3,4,3,4,2,1,10,No
39,91741,6,6,3,2,3,1,15,No
39,101484,23,4,3,1,2,4,10,Yes
23,69694,12,0,4,4,1,4,15,Yes
38,102929,30,5,3,1,4,0,17,Yes
42,109392,2,4,2,3,2,1,24,No
38,87743,27,1,1,3,2,2,25,No
58,131787,22,7,4,3,4,5,11,No
30,72545,3,0,4,3,2,3,14,Yes
21,61883,17,1,1,2,2,0,11,No
35,90963,27,10,3,3,3,1,19,No
33,75582,14,2,1,3,3,1,14,No
37,68666,27,3,3,2,4,3,15,No
30,63582,8,2,1,3,2,1,23,No
23,37986,5,0,1,2,3,1,10,Yes
27,73849,9,0,4,3,1,2,13,Yes
49,90869,10,10,3,2,1,3,15,Yes
51,119978,16,7,3,1,3,1,19,Yes
40,84508,5,2,3,2,3,2,20,No
23,57006,23,0,1,4,1,2,10,No
35,87401,17,4,4,2,1,4,20,No
57,100388,13,14,2,4,4,0,13,No
41,78439,12,5,2,3,1,4,11,No
48,93495,22,8,4,1,1,0,20,Yes
50,127140,28,3,2,3,4,2,22,No
49,110016,3,6,3,3,3,0,20,No
38,106371,25,1,1,4,1,1,14,No
36,94302,18,5,1,2,1,3,15,No
54,102824,10,7,4,2,3,2,24,No
53,104190,17,3,4,4,3,2,12,No
41,79938,18,6,3,2,4,4,12,No
53,117167,21,8,3,2,2,1,21,Yes
41,62716,9,5,4,1,1,0,13,No
54,92747,20,8,1,1,2,3,10,Yes
38,80375,9,2,1,2,4,2,20,Yes
21,49842,11,0,4,4,3,4,24,Yes
54,104169,5,8,4,3,1,1,11,No
31,84776,14,5,3,4,1,1,24,No
21,39522,4,1,3,1,1,5,23,No
25,62861,14,0,1,4,3,4,19,Yes
32,81233,17,0,1,4,4,2,19,No
46,111218,4,6,4,2,2,2,17,No
59,128226,16,12,2,1,4,2,18,Yes
58,133882,22,6,4,3,1,2,12,No
39,65977,17,4,4,3,1,1,17,No
36,67356,9,2,1,1,2,2,11,No
45,99893,28,0,1,4,3,0,24,No
32,75378,30,2,1,4,4,2,16,No
43,96834,27,7,3,4,2,0,14,No
28,72447,7,1,3,3,1,2,24,No
31,69162,19,1,1,1,4,4,16,No
32,77023,23,6,2,2,4,2,13,No
37,81673,4,7,4,1,3,2,11,No
27,64664,5,5,2,2,2,1,21,No
29,82463,10,0,3,2,4,1,11,No
26,66476,4,1,1,4,1,0,25,Yes
59,129108,20,12,1,2,1,3,12,Yes
31,74350,5,0,1,3,2,0,18,No
29,63245,26,5,4,2,2,0,24,Yes
58,102207,14,11,1,4,3,2,15,No
43,98337,2,0,3,3,4,1,13,Yes
53,117930,3,7,3,4,4,2,24,Yes
43,104371,10,4,3,3,1,5,19,Yes
22,67014,8,0,3,4,3,3,20,No
29,55398,4,4,1,3,1,2,22,No
28,64399,15,2,2,1,3,1,24,Yes
41,108485,1,4,1,2,4,3,12,Yes
52,102121,8,2,3,2,3,2,11,Yes
38,72362,22,6,1,4,3,1,21,No
25,51458,11,3,4,4,4,0,25,No
46,88528,4,8,4,2,3,1,20,No
34,81327,15,3,1,3,4,0,11,No
32,68705,20,3,2,1,3,0,23,Yes
37,97005,11,3,1,1,4,0,17,No
43,79893,12,8,3,4,2,3,22,No
49,102188,22,7,3,3,4,3,14,No
39,84108,28,4,3,3,1,3,18,No
59,127596,23,9,3,2,2,2,24,No
36,77916,16,2,4,4,2,4,19,Yes
49,94055,9,6,4,3,1,1,25,No
42,98758,13,1,1,4,2,2,19,No
39,60193,8,4,4,4,3,3,25,No
42,87604,26,7,3,1,3,2,23,Yes
38,82775,15,0,2,1,3,4,12,Yes
50,108224,27,9,4,4,1,1,14,Yes
27,68975,18,2,1,3,1,2,21,Yes
26,69991,23,3,4,4,4,2,15,No
42,97491,18,9,2,2,3,1,25,No
52,115108,11,4,4,3,4,2,14,No
47,108893,13,4,4,2,3,4,18,No
56,103018,25,10,2,2,2,1,13,No
39,84411,16,3,4,1,2,0,24,No
23,64442,12,2,3,2,2,1,13,Yes
49,109565,30,7,2,3,4,3,11,Yes
36,72232,30,3,1,2,1,3,16,No
26,58972,18,2,4,4,4,1,19,No
47,115690,30,6,2,3,4,0,19,No
29,74104,24,4,1,1,1,2,10,Yes
55,108748,22,8,4,2,2,2,18,Yes
41,100360,21,2,4,1,4,3,12,No
23,87995,5,3,1,1,2,1,10,Yes
46,88865,3,4,4,3,3,0,10,No
28,74159,25,0,3,1,1,2,12,Yes
57,115527,27,7,2,1,1,1,25,Yes
36,90906,2,4,1,4,2,1,12,No
55,125150,1,5,1,3,1,2,15,No
51,127926,15,5,3,4,2,2,17,No
59,97954,6,5,3,2,1,1,12,No
22,48160,2,2,3,1,3,3,14,Yes
24,39568,25,0,2,1,4,1,15,Yes
49,89290,15,4,3,1,4,3,21,No
23,59103,28,0,2,3,3,0,14,No
48,108652,22,9,4,3,4,4,18,No
21,46732,4,1,4,3,3,5,25,No
33,73778,5,1,3,2,1,2,19,No
50,87218,27,6,4,3,3,1,21,No
39,91515,10,8,4,3,2,0,12,No
22,63745,19,2,4,1,4,3,16,Yes
32,95772,4,5,1,1,1,2,11,No
59,97039,17,12,1,1,4,0,21,Yes
33,91885,20,4,4,2,1,1,16,Yes
50,115999,4,4,1,3,1,3,24,Yes
47,91342,28,7,4,4,2,2,25,No
43,100630,19,5,4,3,2,3,20,No
58,112751,23,13,4,1,1,0,10,Yes
51,128227,19,6,2,2,1,1,14,No
47,79522,13,2,2,2,1,0,23,No
51,101045,16,8,1,2,2,5,11,No
42,101630,12,1,4,2,4,5,12,Yes
55,116931,15,13,2,1,4,5,14,No
46,103373,13,3,3,2,3,1,21,No
56,92488,12,5,3,1,1,2,12,No
50,112410,26,5,2,4,2,1,18,Yes
47,113105,15,7,3,1,4,2,22,No
47,105242,23,6,3,3,2,4,10,Yes
53,116510,26,8,4,2,4,0,14,Yes
41,94427,29,7,3,1,3,1,21,No
25,45876,12,0,2,3,3,4,22,No
29,62413,16,1,4,3,4,3,17,Yes
47,103474,22,8,3,3,2,0,11,No
22,79776,11,2,2,4,4,4,18,Yes
28,49972,1,0,2,1,3,0,18,No
38,98487,19,2,2,3,1,3,23,No
21,33272,22,0,2,3,1,1,17,No
26,76042,22,2,3,3,4,6,17,No
41,95184,9,2,4,3,4,1,21,No
33,122194,12,2,4,4,3,1,18,No
54,113177,19,3,4,4,3,2,18,No
28,68914,10,2,3,4,4,5,12,No
44,96765,14,2,2,4,4,3,21,Yes
28,59379,21,1,2,1,3,3,12,No
43,82751,21,4,1,4,2,2,19,Yes
40,106264,26,7,4,3,1,4,16,Yes
58,122469,25,7,3,1,3,0,20,No
24,61279,19,1,4,4,2,2,25,No
28,81122,12,2,2,1,2,3,11,No
32,87774,21,4,1,4,3,2,25,No
32,81124,24,4,2,2,3,0,14,No
26,54837,14,0,3,3,4,4,14,Yes
27,56648,5,0,4,4,2,1,25,No
